UDS 속성명,Gmarket/Auction 필드명,API 영역,사용 문서 수,UDS 필요도,설명
옵션 판매자관리번호,"ORDER_INFO>ORDER_OPTION>OPTION_INFO>QTY>STOCK_NO, STOCK_REMAIN_INFO>ORDER_OPTION>OPTION_INFO>STOCK_NO",서비스 API,1,✅ 핵심 UDS,
옵션값,"ORDER_INFO>ORDER_OPTION>OPTION_INFO>VALUE, STOCK_REMAIN_INFO>ORDER_OPTION>OPTION_INFO",서비스 API,2,✅ 핵심 UDS,옵션정보가 있을 경우
옵션공급원가,Data>OptionCost,정산조회 API,1,✅ 핵심 UDS,
옵션금액,"Data>OptionPrice, ORDER_INFO>ORDER_OPTION>OPTION_INFO>PRICE","서비스 API, 정산조회 API",3,✅ 핵심 UDS,옵션정보가 있을 경우 **.0000 소수점 이하 .0000 포함하여 전달하고 있으니 가격 체크시에는 삭제하신 후 체크 필요
옵션명,"Data>OptValue, ORDER_INFO>ORDER_OPTION>OPTION_INFO>NAME, STOCK_REMAIN_INFO>ORDER_OPTION>OPTION_INFO>NAME","서비스 API, 스타배송 API",4,✅ 핵심 UDS,판매자가 입력한 옵션명 내려감
옵션별 가격확인여부,STOCK_REMAIN_INFO>ORDER_OPTION>OPTION_INFO>PRICE_YN,서비스 API,1,✅ 핵심 UDS,해당 상품의 옵션번호 (OPTION_INFO >> STOCK_NO) 에 해당하는 옵션 상품의 선택정보 재고 여부
옵션별 재고확인여부,STOCK_REMAIN_INFO>ORDER_OPTION>OPTION_INFO>REMAIN_YN,서비스 API,1,✅ 핵심 UDS,해당 상품의 옵션번호 (OPTION_INFO >> STOCK_NO) 에 해당하는 옵션 상품의 선택정보 재고 여부
옵션별 주문가능여부,STOCK_REMAIN_INFO>ORDER_OPTION>OPTION_INFO>REMAIN_YN,서비스 API,1,✅ 핵심 UDS,옵션정보가 있을 경우
옵션수량,"ORDER_INFO>ORDER_OPTION>OPTION_INFO>AMT, ORDER_INFO>ORDER_OPTION>OPTION_INFO>QTY, STOCK_REMAIN_INFO>GOODS_QTY, STOCK_REMAIN_INFO>ORDER_OPTION>OPTION_INFO>GOODS_QTY",서비스 API,2,✅ 핵심 UDS,옵션정보가 있을 경우
옵션이용료,Data>OptionCommission,정산조회 API,1,✅ 핵심 UDS,필수옵션 + 추가옵션
옵션재고관리,"isStockManage, itemAddtionalInfo>orderOpts>isStockManage, itemAddtionalInfo>recommendedOpts>isStockManage","Other, 상품 API, 스타배송 API",4,✅ 핵심 UDS,- 추천옵션 사용일 경우 필수 - 텍스트형 경우 false 로 연동
옵션추가금액,"data>OptSelPrice, data>RequestOrders>OptSelPrice",주문/배송 API,2,✅ 핵심 UDS,옵션단가 * 수량
옵션타입명,typeName,스타배송 API,1,✅ 핵심 UDS,추천옵션별 선택항목코드 조회 시 내려가는 정보 추천옵션 관련 내부 구분명
외부 주문 구분,data>OutOrderNo,주문/배송 API,1,✅ 핵심 UDS,101 : G마켓 국문 주문 102 : G마켓 글로벌 주문 301 : SSG 주문 401 : Lazada (라자다) 주문
외부상품번호,"Data>OuterGoodsNo, OuterGoodsNo",스타배송 API,3,✅ 핵심 UDS,판매자가 입력한 외부상품 번호 내려감
외부장바구니번호,"Data>OuterCartNo, OuterCartNo",스타배송 API,3,✅ 핵심 UDS,판매자가 출고요청한 스마일장바구니번호 내려감
외부주문배송기한시간,Data>DeliveryDueTime,스타배송 API,1,✅ 핵심 UDS,외부주문배송기한시간 내려감 hh:mm:ss 형식
외부주문배송기한일시,DeliveryDueTime,스타배송 API,1,✅ 핵심 UDS,hh:mm:ss형식 외부사이트에서 판매자에게 요구하는 배송기한시간 입력(판매자 패널티대상되는 시간) G마켓/옥션의 '발송마감일' 기능과 동일한 일자
외부주문배송기한일자,"Data>DeliveryDueDate, DeliveryDueDate",스타배송 API,2,✅ 핵심 UDS,YYYY-MM-DD 외부사이트에서 판매자에게 요구하는 배송기한일자 입력(판매자 패널티대상되는 일자) G마켓/옥션의 '발송마감일' 기능과 동일한 일자
외부주문번호,"Data>OuterOrderNo, OuterOrderNo",스타배송 API,3,✅ 핵심 UDS,판매자가 출고요청한 스마일주문번호 내려감
외부주문수량,"Data>OrderQty, OrderQty",스타배송 API,2,✅ 핵심 UDS,"외부채널의 주문수량 해당 주문의 SKU별 출고수량을 계산 가능할 경우 해당 값은 ""1""로 고정 주의!! ""출고수량 = 외부주문수량(OrderQty) X SKU총출고수량(OwQty) "" 각 SKU별로 해당 계산식으로 계산되어 출고요청됨(아래 'Sample Code_출고수량계산' 참고)"
외부주문옵션명,OptValue,스타배송 API,1,✅ 핵심 UDS,외부채널의 주문옵션명
요일,dailyOrderCutoff>dayOfWeek,스타배송 API,1,✅ 핵심 UDS,(2025년 11월 12일 부터 사용 가능) 1 : 월 / 2 : 화 / 3 : 수 / 4 : 목 / 5 : 금 / 6 : 토 / 7 : 일
요일별 마감시간/휴일 설정,dailyOrderCutoff,스타배송 API,1,✅ 핵심 UDS,"(2025년 11월 12일 부터 사용 가능) - 요일별 마감시간, 휴일 여부 설정시 사용 - 해당 항목으로 설정시 상단 orderClosingTime 는 제거 후 호출 필요"
요청건수,"Data>RequestCount, RequestCount","Other, 스타배송 API",5,✅ 핵심 UDS,판매자가 판매상태 변경요청한 전체 건수
우편번호,"ZipCode, Zipcode, data>RequestOrders>ZipCode, data>ZipCode, zipCode, zipcode","Other, 서비스 API, 스타배송 API, 주문/배송 API, 클레임 API",12,✅ 핵심 UDS,* giftOrderStatus : 1(선물수락대기) 경우 null 확인 * giftOrderStatus : 2(선물수락완료) 경우 확인 가능
원배송 송장번호,"ShippingInfo>InvoiceNo, data>ShippingInfo>InvoiceNo",클레임 API,2,✅ 핵심 UDS,
원배송 택배사코드,"ShippingInfo>DeliveryCompCode, data>ShippingInfo>DeliveryCompCode",클레임 API,2,✅ 핵심 UDS,택배사코드는 5자리 숫자 ( 택배사 코드 참고 )
원배송완료일자,"ShippingInfo>CompleteDate, data>ShippingInfo>CompleteDate",클레임 API,2,✅ 핵심 UDS,
원산지 구분,itemAddtionalInfo>origin>goodsType,상품 API,1,✅ 핵심 UDS,0 : 원산지 의무표시 대상 아님 1 : 상품 상세설명 참조 2 : 가공품 3 : 농산물 4 : 수산물
원산지 지역 코드,itemAddtionalInfo>origin>code,상품 API,1,✅ 핵심 UDS,아래 조회 API 로 확인 https://etapi.gmarket.com/162
원산지 지역설정,itemAddtionalInfo>origin>type,상품 API,1,✅ 핵심 UDS,1 : 국내산 2 : 수입산 * 원산지 구분 상세 설명 참조일 경우 0 입력 * 상품 조회시 상세 설명 참조는 0 으로 조회됨
원산지상품 타입,itemAddtionalInfo>origin>goodsType,스타배송 API,1,✅ 핵심 UDS,"해당 상품 유형 타입 입력 0: 원산지표시대상아님 ( 식품이외 ), 1: 상세설명참조 , 2: 가공품 , 3: 농산물 , 4: 수산물"
원산지지역 코드,itemAddtionalInfo>origin>code,스타배송 API,1,✅ 핵심 UDS,원산지지역 상세코드 입력 원산지 코드 리스트 다운로드
원산지지역 타입,itemAddtionalInfo>origin>type,스타배송 API,1,✅ 핵심 UDS,"원산지지역 타입 입력 0: 없음 , 1: 국내산 , 2: 수입산 , 3: 기타 * 상세설명참조일 경우 0~3 모두 입력 가능함 단 , 상품조회 시 , 상세설명참조는 0 으로 내려감"
월,month,스타배송 API,1,✅ 핵심 UDS,조회 [GET] 경우 필수
위해우려제품인증 타입,itemAddtionalInfo>certInfo>safetyCerts>harmful>type,상품 API,1,✅ 핵심 UDS,설정 없을 경우 기본 상세설명 별도표기 설정 0 : 인증대상 1 : 인증대상아님 2 : 상세설명 별도표기
유효일,itemAddtionalInfo>expiryDate,"상품 API, 스타배송 API",2,✅ 핵심 UDS,YYYY-MM-DD 형태로 입력
응답 데이터,Data,"CS API, Other, 상품 API, 스타배송 API, 정산조회 API, 주문/배송 API, 클레임 API",63,✅ 핵심 UDS,JSON sample key
이미지 url,items>imgUrl,상품 API,1,✅ 핵심 UDS,ESM+ 상품관리 내 목록 보기시 나오는 이미지 Url
이벤트 홍보 번호,promotionNo,상품 API,2,✅ 핵심 UDS,"수정, 조회, 삭제시 필수 입력"
이벤트 홍보명,name,상품 API,1,✅ 핵심 UDS,50 byte 이내 입력 가능
이용료부담주체,Data>Reporting>ReturnChangeBlame,스타배송 API,1,✅ 핵심 UDS,반품교환배송비귀책 1:판매자 (센터사유 3~11 매칭) 2:지마켓 스타배송 센터 (센터사유 1~2 매칭 센터사유 1 (택배파손) : 사이트_택배사귀책 센터사유 2 (센터파손) : 사이트_운영사귀책) 3:기타 4:협의후 결정 5:미정 (Reporting 검수중으로 정해지지 않은 경우)
이용료총액,Data>TotCommission,정산조회 API,1,✅ 핵심 UDS,
일문상품명,itemBasicInfo>goodsName>jpn,스타배송 API,1,✅ 핵심 UDS,"다국어 상품명은 검색용 , 프로모션용 상품명 구분없이 100byte 까지 입력 가능"
일반우편 정보,itemAddtionalInfo>shipping>generalPost,스타배송 API,1,✅ 핵심 UDS,3PL 상품은 지원하지 않아 null 로 호출
일반전화번호,homeTel,Other,1,✅ 핵심 UDS,하이픈 구분 입력 필요
일시불할인,data>SinglePayDcAmnt,주문/배송 API,1,✅ 핵심 UDS,
일자,customSchedules>date,스타배송 API,1,✅ 핵심 UDS,YYYY-MM-DD 형태로 입력 가능 수정일 기준 다음달말까지 입력 가능
입고등록일시,Data>InsDate,스타배송 API,1,✅ 핵심 UDS,
입고명,"Data>WarehouseName, WarehouseName",스타배송 API,2,✅ 핵심 UDS,판매자가 입력한 입고명 내려감
입고방식,"Data>IwMthdType, IwMthdType",스타배송 API,2,✅ 핵심 UDS,판매자가 선택한 입고방식 내려감 1. 화물입고 2. 택배입고 3. 밀크런
입고번호,"Data>WarehouseNo, WarehouseNo",스타배송 API,2,✅ 핵심 UDS,처리성공한 입고번호 Return
입고상태,"Data>WarehouseStatus, WarehouseStatus",스타배송 API,1,✅ 핵심 UDS,입고번호의 현재 입고진행상태 ALL : 전체 1 : 입고대기 2 : 입고완료 3 : 하차스캔 4 : 검수 5 : 반송 6 : 취소 7 : 등록중(EFM 미노출)
입고예정일시,Data>IwScheduledDate,스타배송 API,2,✅ 핵심 UDS,"오전일 경우 09시, 오후일 경우 13시로 내려감"
입고예정일자,IwScheduledDate,스타배송 API,1,✅ 핵심 UDS,"입고예정일자유형>2: '직접입력'일 경우 필수 일시 직접입력 (DateTime) 오전에 입고 시 09시, 오후는 13시로 입력필요"
입고예정일자유형,IwScheduledDateType,스타배송 API,1,✅ 핵심 UDS,입고예정일자를 시스템에서 가능한 날짜로 자동 선택받을 것인지 직접선택할 것인지 여부 1 : 가장 빠른 날짜 자동선택 2 : 직접입력
입고완료일시,Data>CompleteDate,스타배송 API,1,✅ 핵심 UDS,
입고제한일,"Data>Data>ExpireDateNearDays, Data>Data>IwLimitDay","Other, 스타배송 API",2,✅ 핵심 UDS,판매자가 입력한 상미기일구간에 따른 입고제한일 내려감
입고취소일시,Data>CancelDate,스타배송 API,1,✅ 핵심 UDS,
입금 확인일,Data>PayDate,정산조회 API,1,✅ 핵심 UDS,옥션 주문 경우 DelFeeType > 30이면 데이터 내려가지 않고 Default 값 내려감 (0001-01-01T00:00:00) G마켓 주문일 경우 DelFeeType > 70이면 데이터 내려가지 않고 Default 값 내려감 (0001-01-01T00:00:00)
장바구니 번호,"Data>PackNo, data>PayNo","정산조회 API, 주문/배송 API",2,✅ 핵심 UDS,정산데이터에서 장바구니 번호는 PackNo
장바구니 번호(결제번호),PayNo,클레임 API,2,✅ 핵심 UDS,
장바구니(결제) 번호,payNo,클레임 API,1,✅ 핵심 UDS,
장바구니(결제)번호,payNo,주문/배송 API,1,✅ 핵심 UDS,장바구니(결제)번호 조회시 필수 (G마켓만 가능)
장바구니번호,"Data>PackNo, Data>PayNo, PackNo, PayNo, data>PayNo, data>RequestOrders>PayNo","CS API, 정산조회 API, 주문/배송 API, 클레임 API",8,✅ 핵심 UDS,"SiteType > ""G마켓""일 경우는 장바구니번호 입력 후 조회"
재고,stock,"상품 API, 서비스 API, 스타배송 API",5,✅ 핵심 UDS,JSON sample key
재고번호,StockNo,스타배송 API,5,✅ 핵심 UDS,"영문/숫자만 가능하며 최대 100byte까지 등록 ESM의 ""제품 stockNo""에 해당 중복여부 체크하며, 중복 값은 등록 불가함"
재고상태,"Data>Data>SkuStockRatioStatusCode, Data>SkuStockRatioStatusCode, SkuStockRatioStatusCode",스타배송 API,2,✅ 핵심 UDS,재고상태별 재고기간에 따라 아래와 같이 분리되어 내려감 ENOUGH : 충분(14일이상~90일미만) REFILL : 재고보충(5일이상~14일미만) SOON-SOLDOUT : 소진임박(1일이상~5일미만) SOLDOUT : 품절(재고 없음) LT-SOLDOUT : 장기품절(재고가 없으면서 품절경과일이 14일 이상) INACTIVITY : 부진(재고 예상소진일이 90일이상) ETC : 기타(일 평균 출고량 없음 or 관리범위 외 SKU)
재고현황을,SKU,스타배송 API,1,✅ 핵심 UDS,SKU 재고현황을 조회합니다.
재고확인여부,STOCK_REMAIN_INFO>REMAIN_YN,서비스 API,1,✅ 핵심 UDS,제휴사 상품번호 (PRODUCT > NO) 에 해당하는 상품 주문 수량 ( 옥션 전송 XML: PRODUCT > ORDER_QTY) 의 상품 재고 확인 여부
재발송 배송완료일,data>ResendInfo>CompleteDate,클레임 API,1,✅ 핵심 UDS,재발송한 송장의 배송 완료 일자 택배 Tracking 또는 API를 통해 업데이트
재발송 송장번호,data>ResendInfo>InvoiceNo,클레임 API,1,✅ 핵심 UDS,재발송한 송장의 송장번호
재발송 수령인 주소1+2,data>ResendInfo>ReceiverInfo>Address,클레임 API,1,✅ 핵심 UDS,
재발송 택배사명,data>ResendInfo>DeliveryCompName,클레임 API,1,✅ 핵심 UDS,재발송한 송장의 택배사명
재발송수령인 우편번호,data>ResendInfo>ReceiverInfo>ZipCode,클레임 API,1,✅ 핵심 UDS,
재발송수령인 일반전화번호,data>ResendInfo>ReceiverInfo>TelNo,클레임 API,1,✅ 핵심 UDS,
재발송수령인 주소1,data>ResendInfo>ReceiverInfo>AddressFront,클레임 API,1,✅ 핵심 UDS,
재발송수령인 주소2,data>ResendInfo>ReceiverInfo>AddressBack,클레임 API,1,✅ 핵심 UDS,
재발송수령인 휴대폰번호,data>ResendInfo>ReceiverInfo>HpNo,클레임 API,1,✅ 핵심 UDS,
재발송수령인명,data>ResendInfo>ReceiverInfo>Name,클레임 API,1,✅ 핵심 UDS,
재발송예정일,ResendExpectDate,클레임 API,1,✅ 핵심 UDS,재발송할 예정일 입력
재발송일자,data>ResendInfo>ResendDate,클레임 API,1,✅ 핵심 UDS,재발송 송장처리한 날짜
재포장여부,"Data>Data>PackingNeedYn, Data>PackingNeedYn",스타배송 API,2,✅ 핵심 UDS,"센터에서 검수 후 , 해당 SKU 재포장 필요여부 내려감 Y: 재포장필요 N: 재포장불필요"
저장코드,Data>RetCode,클레임 API,1,✅ 핵심 UDS,내부 처리값 코드
전월보관등급,Data>Data>TplKeepGradeCode,스타배송 API,1,✅ 핵심 UDS,지마켓 에서 지정한 전월보관등급 내려감
전체 적용 여부,isApplyAll,상품 API,1,✅ 핵심 UDS,Y 로 설정시 전체 상품에 노출
전체검수결과코드,Data>Reporting>DistrCenterClaimCode,스타배송 API,1,✅ 핵심 UDS,담당자 별도 코드 문의(엑셀로 제공)
전체대상건수,"Data>TotalCount, data>TotalCount","Other, 스타배송 API, 주문/배송 API",11,✅ 핵심 UDS,조회조건 범위 전체 건수
접수일시,"Data>ReceiveDate, ReceiveDate",CS API,2,✅ 핵심 UDS,- 판매자문의 발생 시간 - YYYY-MM-DD hh:mm:ss+09:00 형식으로 조회됨
정렬 순서,sortOrder,상품 API,1,✅ 핵심 UDS,0 : 오름차순 ( 미입력시 default) 1 : 내림차순
정렬 조건,sortField,상품 API,1,✅ 핵심 UDS,0 : 등록일 (미입력시 default) 1 : 판매중지일 2 : 재고 3 : 가격 4 : 마스터번호 5 : 카테고리코드 7 : 그룹번호
정렬순번,itemAddtionalInfo>addonService>addonServiceList>sortSeq,상품 API,1,✅ 핵심 UDS,1부터 양수로 노출순서 설정 가능
정보를 등록/수정합니다,SKU,스타배송 API,1,✅ 핵심 UDS,SKU 정보를 등록/수정합니다.
정보수정여부,Data>IsChanged,주문/배송 API,1,✅ 핵심 UDS,- 주문확인 전 구매자가 수령지(주소)변경 했는지 여부 - 변경시 주문 조회(orderStatus > 2) 로 변경 정보 조회하여 주문정보 갱신 필요 1: 변경됨 0: 변경없음
정산금액합계,TotalSettlementAmount,정산조회 API,1,✅ 핵심 UDS,전체 조회 내역 내 SettlementPrice 합계
정산방식,Data>SettleType,정산조회 API,1,✅ 핵심 UDS,A : 계좌 B : 판매예치금 C : 판매예치금선차감 D : 조기정산예치금 S : 스마일캐시
정산보류사유,Data>SettleExceptName,정산조회 API,1,✅ 핵심 UDS,1991-01-01 장기미배송 1988-01-01 정산서류 미제출 1998-01-01 지급보류(정산중지) 1999-01-01 취소/반품진행 1997-01-01 이벤트경품 1990-12-31 배송중취소 1999-01-01 환불미결정 1993-01-01 미수취신고 1992-01-01 벤더 1800-01-01 일반미정산
정산예정금액,data>SettlementPrice,주문/배송 API,1,✅ 핵심 UDS,
정산예정금액/송금액,Data>SettlementPrice,정산조회 API,1,✅ 핵심 UDS,판매금액 + 옵션금액 - 수수료 - 공제환급금
정산예정일자,Data>SettleExpectDate,정산조회 API,1,✅ 핵심 UDS,
정상재고_신규주문,Data>UpStockQty,스타배송 API,1,✅ 핵심 UDS,해당SKU 신규주문 카운팅 내려감
정상재고_판매가능,Data>SaStockQty,스타배송 API,1,✅ 핵심 UDS,해당SKU 판매가능 카운팅 내려감
정상재고_합계,Data>NormalStockQty,스타배송 API,1,✅ 핵심 UDS,해당SKU 정상재고 합계 카운팅 내려감
정책구분,"feeType, policies>feeType","상품 API, 스타배송 API",2,✅ 핵심 UDS,묶음배송비 정책 구분 1 : 무료 2 : 유료 3 : 조건부
제조사 ID,items>maker>id,상품 API,1,✅ 핵심 UDS,
제조사명,"Data>Data>MakerName, items>maker>name, makerName","Other, 상품 API, 스타배송 API",3,✅ 핵심 UDS,SKU 등록시 제조사코드입력한 제조사 국문명 내려감
