UDS 속성명,Naver 필드명,API 영역,사용 문서 수,UDS 필요도,설명
목록,nsIds,SKU,1,🟡 후보,"nsIds string[] NULLABLE SKU ID 목록. 조회하고자 하는 SKU의 관리 코드. 재고 구분을 위해 네이버에서 채번한 고유 SKU 값입니다. 영문/숫자 조합, 영문 대/소문자 구분, SKU ID 당 최대 20자 구성. 복수 입력 가능"
무게 (kg),pieceWeight,SKU,1,🟡 후보,pieceWeight number NULLABLE SKU 무게 (kg).
물류사,allianceId,SKU,1,🟡 후보,allianceId string REQUIRED 물류사. SKU정보가 연동된 물류사. Example: CJ
바코드,"nsBarcode, nsBarcodes",SKU,2,🟡 후보,"nsBarcodes string[] NULLABLE SKU 바코드. 조회하고자 하는 SKU의 바코드번호. SKU에 부착된 바코드 값입니다. 영문/숫자/공백/하이픈(-)/언더스코어(_)/온점(.) 조합 가능, 영문 대/소문자 구분, 최대 100자 구성. 복수 입력 가능"
병행수입 면제 대상 여부 (boolean),kcParallelImportExemptionObject,카테고리,1,🟡 후보,kcParallelImportExemptionObject KC 병행수입 면제 대상 여부 (boolean)
보관온도,storageTemperature,SKU,1,🟡 후보,"storageTemperature string NULLABLE SKU 보관온도. Possible values: [DRY, WET, FROZEN]"
브랜드 코드 (integer,brandCode,"Other, 카탈로그",3,🟡 후보,brandCode 브랜드 코드 (integer<int64>) 브랜드 ID
브랜드나 제조사 등의 ID 값,id,"브랜드, 제조사",2,🟡 후보,id ID (integer<int64>) 브랜드나 제조사 등의 ID 값
비필수 여부(인증번호 없음) (boolean),nonEssential,카테고리,1,🟡 후보,nonEssential 비필수 여부(인증번호 없음) (boolean)
세로 길이 (cm),pieceLength,SKU,1,🟡 후보,pieceLength number NULLABLE SKU 세로 길이 (cm).
세카테고리,detailCategory,판매 분석,1,🟡 후보,detailCategory string 세카테고리
세카테고리 largeCategory string 대카테고리,productUnitReport,판매 분석,1,🟡 후보,productUnitReport ProductUnitRow (object)[] Array [ detailCategory string 세카테고리 largeCategory string 대카테고리 middleCategory string 중카테고리 numPurchases number<double> 결제 수 orderCouponDiscountAmount number<double> 주문 쿠폰 payAmount number<double> 결제 금액 payAmountOnMobile number<double> 모바일 결제 금액 productCouponDiscountAmount number<double> 상품쿠폰 productId string 상품 ID productName string 상품명 productQuantity number<double> 결제 상품 수량 productQuantityOnMobile number<double> 모바일 결제 상품 수량 refundNumPurchases number
소비기한 관리 여부,shelfLifeManagement,SKU,1,🟡 후보,shelfLifeManagement boolean 소비기한 관리 여부
소비기한 관리여부,shelfLifeManagement,SKU,1,🟡 후보,shelfLifeManagement boolean NULLABLE SKU 소비기한 관리여부.
소카테고리,smallCategory,판매 분석,1,🟡 후보,smallCategory string 소카테고리
연동 물류사 목록 Array,linkedAlliances,SKU,1,🟡 후보,linkedAlliances SkuLinkedAlliance.nfa (object)[] 연동 물류사 목록 Array [ allianceId string REQUIRED 물류사. SKU정보가 연동된 물류사. Example: CJ allianceLinkedYmdt string<date-time> REQUIRED 연동일시. 물류사 SKU정보 연동일시 KST(UTC+09:00)로 응답 Example: 2024-01-01T11:20:50.001+09:00 ]
예외 카테고리 목록 (string),exceptionalCategories,카테고리,1,🟡 후보,"exceptionalCategories 예외 카테고리 목록 (string)[] E_COUPON(E쿠폰), ADULT(성인), MARINE_PRODUCTS(수산물), REVIEW_UNEXPOSE(구매평 미노출), CHILD_CERTIFICATION(어린이제품 인증 대상), ORIGINAREA_PRODUCTS(원산지 입력 대상), GREEN_PRODUCTS(친환경 인증 대상), KC_CERTIFICATION(KC 인증 대상), SAFE_CRITERION(안전기준준수대상), AFFILIATE(어필리에이트), TRADITIONAL_ALCOHOL(전통주), OPTION_PRICE(옵션가 제한 예외 카테고리), BOOK(도서_일반), BOOK_EBOOK(도서_E북), BOOK_AUDIO(도서_오디오북), BOOK_MAGAZINE(도서_잡지), BOOK_USED(도서_중고), BOOK_OVERSEAS(도서_해외), BOOK_FREE(도서_정가제free), PERFORMANCE(문화비_소득공제),"
웹사이트 채널 항목 Array,rows,마케팅 분석,2,🟡 후보,rows WebsiteChannelReportRow (object)[] 웹사이트 채널 항목 Array [ deviceCategory string 채널 속성 numInteractions number<double> 유입 수 numPurchases number<double> 결제 수 numUsers number<double> 유입 고객 수 payAmount number<double> 결제 금액 pv number<double> 페이지 수 refDomain string 채널 상세 ]
유형,nsType,SKU,1,🟡 후보,"nsType string NULLABLE SKU 유형. Possible values: [MAIN, FREEBIE]"
인증 상호 사용 여부 (boolean),companyName,카테고리,1,🟡 후보,companyName 인증 상호 사용 여부 (boolean)
인증 일자 사용 여부 (boolean),certificationDate,카테고리,1,🟡 후보,certificationDate 인증 일자 사용 여부 (boolean)
인증 정보 (object),certificationInfos,카테고리,1,🟡 후보,"certificationInfos 인증 정보 (object)[] Array [ id 인증 카테고리 ID (integer<int64>) REQUIRED name 인증명 (string) REQUIRED kindTypes 인증 종류 목록 (string)[] REQUIRED KC_CERTIFICATION(KC 인증 대상), CHILD_CERTIFICATION(어린이제품 인증 대상), GREEN_PRODUCTS(친환경 인증 대상), PARALLEL_IMPORT(병행수입), OVERSEAS(구매대행), ETC(기타 인증 유형) Possible values: [KC_CERTIFICATION, CHILD_CERTIFICATION, GREEN_PRODUCTS, PARALLEL_IMPORT, OVERSEAS, ETC] green 친환경농산물 여부 (boolean) REQUIRED certificationMarkType 인증마크 타입 (string) Possible values: [KC, ORGANIC"
인증 종류 목록 (string),kindTypes,카테고리,1,🟡 후보,"kindTypes 인증 종류 목록 (string)[] REQUIRED KC_CERTIFICATION(KC 인증 대상), CHILD_CERTIFICATION(어린이제품 인증 대상), GREEN_PRODUCTS(친환경 인증 대상), PARALLEL_IMPORT(병행수입), OVERSEAS(구매대행), ETC(기타 인증 유형) Possible values: [KC_CERTIFICATION, CHILD_CERTIFICATION, GREEN_PRODUCTS, PARALLEL_IMPORT, OVERSEAS, ETC]"
인증 카테고리 ID (integer,id,카테고리,1,🟡 후보,id 인증 카테고리 ID (integer<int64>) REQUIRED
인증마크 타입 (string) Possible values,certificationMarkType,카테고리,1,🟡 후보,"certificationMarkType 인증마크 타입 (string) Possible values: [KC, ORGANIC_AGRICULTURAL_PROD, ORGANIC_ANIMAL_PROD, NON_PESTICIDE, NON_ANTIBIOTIC, LOW_PESTICIDE, GAP, AGRICULTURAL_TRACEABILITY, PROCESSED_FOOD_KS, TRADITIONAL_FOOD, ORGANIC_PROCESSED_FOOD, QUALITY_SEAFOOD, ECO_SEAFOOD, HACCP, GMP, SAFETY, SIX_INDUSTRY, ANIMAL_WELFARE, FOOD_MASTER, ECO_PROCESSED_FOOD, ECO_ORGANIC_ANIMAL_PROD, TRADITIONAL_SEAFOOD, SOCIAL_ENTERPRISE, VILLAGE_ENTERPRISE, SPECIAL_SEAFOOD, SEA_ORGANIC_PROCESSED_FOOD, SEA_ORGAN"
일별 채널별 유입 수 항목 목록 Array,rows,마케팅 분석,1,🟡 후보,rows AllChannelDailyReportRow (object)[] 일별 채널별 유입 수 항목 목록 Array [ channelName string 채널명 date string 날짜 numInteractions number<double> 유입 수 payAmount number<double> 결제 금액 ]
재고 구분을 위해,nsId,SKU,1,🟡 후보,"nsId string REQUIRED SKU ID. 재고 구분을 위해 네이버에서 채번한 고유 SKU 값입니다. 영문/숫자 조합, 영문 대/소문자 구분, SKU ID 당 최대 20자 구성"
재고 보관 온도 코드 설명 DRY 상온 WET 냉장 FROZ,storageTemperature,SKU,1,🟡 후보,"storageTemperature string 재고 보관 온도 코드 설명 DRY 상온 WET 냉장 FROZEN 냉동 Possible values: [DRY, WET, FROZEN]"
전체 채널 항목 목록 Array,rows,마케팅 분석,1,🟡 후보,rows AllChannelReportRow (object)[] 전체 채널 항목 목록 Array [ channelDetail string 채널 상세 channelGroup string 채널 그룹 channelName string 채널명 cost number<double> 광고 비용 deviceCategory string 채널 속성 numInteractions number<double> 유입 수 numPurchases number<double> 결제 수 numUsers number<double> 유입 고객 수 payAmount number<double> 결제 금액 pv number<double> 페이지 수 ]
전체 카테고리명 (string) REQUIRED,wholeCategoryName,카테고리,3,🟡 후보,wholeCategoryName 전체 카테고리명 (string) REQUIRED
전체 SKU 수 Possible values,totalElements,SKU,1,🟡 후보,totalElements integer<int64> REQUIRED 전체 SKU 수 Possible values: >= 0
정렬 기준,orderType,SKU,1,🟡 후보,"orderType string NULLABLE 정렬 기준. MODIFICATION(SKU 수정일순), REGISTRATION(SKU 등록일순)."
정렬 기준 코드 설명 MODIFICATION SKU 수정 일,sort,SKU,1,🟡 후보,sort string REQUIRED 정렬 기준 코드 설명 MODIFICATION SKU 수정 일시 REGISTRATION SKU 등록 일시 Example: MODIFICATION
제조사 코드 (integer,manufacturerCode,"Other, 카탈로그",3,🟡 후보,manufacturerCode 제조사 코드 (integer<int64>) 제조사 ID
중카테고리,middleCategory,판매 분석,1,🟡 후보,middleCategory string 중카테고리
채널 그룹,channelGroup,"마케팅 분석, 판매 분석",5,🟡 후보,channelGroup string 채널 그룹
채널 상세,"channelDetail, refDomain","마케팅 분석, 판매 분석",4,🟡 후보,channelDetail string 채널 상세
채널 속성,deviceCategory,마케팅 분석,5,🟡 후보,deviceCategory string 채널 속성
채널명,channelName,"마케팅 분석, 판매 분석",7,🟡 후보,channelName string 채널명
채널별 유입 수 Array,numInteractionsByChannel,실시간 분석,1,🟡 후보,numInteractionsByChannel DimensionAndMetric (object)[] 채널별 유입 수 Array [ dimension string 집계 필드 metric number<double> 집계 수치 rate number<double> 비율 정보. 비율 값을 전달하는 경우 해당 필드 전달 ]
친환경농산물 여부 (boolean) REQUIRED,green,카테고리,1,🟡 후보,green 친환경농산물 여부 (boolean) REQUIRED
카테고리 ID (string) REQUIRED,id,카테고리,3,🟡 후보,id 카테고리 ID (string) REQUIRED
커스텀 채널 항목 Array,rows,마케팅 분석,2,🟡 후보,rows CustomChannelDetailReportRow (object)[] 커스텀 채널 항목 Array [ deviceCategory string 채널 속성 ntDetail string nt_detail ntKeyword string nt_keyword ntMedium string nt_medium ntSource string nt_source numInteractions number<double> 유입 수 numPurchases number<double> 결제 수 numUsers number<double> 유입 고객 수 payAmount number<double> 결제 금액 pv number<double> 페이지 수 ]
nsId,nsId,SKU,3,🟡 후보,"nsId string REQUIRED SKU ID. 조회하고자 하는 SKU의 관리 코드. 재고 구분을 위해 네이버에서 채번한 고유 SKU 값입니다. 영문/숫자 조합, 영문 대/소문자 구분, SKU ID 당 최대 20자 구성. Possible values: non-empty and <= 20 characters"
nsName,nsName,SKU,1,🟡 후보,nsName string SKU 명
강제 업그레이드 여부,forceUpgrade,솔루션 사용 API,2,⚪ 선택,forceUpgrade boolean 강제 업그레이드 여부 Example: true
검색할 카탈로그 ID,id,카탈로그,1,⚪ 선택,id integer<int64> REQUIRED 검색할 카탈로그 ID
검색할 키워드,keyword,태그,1,⚪ 선택,keyword string REQUIRED 검색할 키워드
계정 매핑 ID (string) 솔루션 개발사에서 자체 관리,accountMappingId,솔루션 사용 API,2,⚪ 선택,accountMappingId 계정 매핑 ID (string) 솔루션 개발사에서 자체 관리하는 계정 매핑 ID
계정 인증 여부,accountAuthentication,솔루션 사용 API,2,⚪ 선택,accountAuthentication boolean 계정 인증 여부 Example: true
계정 인증일,accountAuthenticatedDate,솔루션 사용 API,2,⚪ 선택,accountAuthenticatedDate string<date-time> 계정 인증일 Example: 2023-08-18T00:00:00.000+09:00
계정 UID (string) 계정 UID,accountUid,솔루션 사용 API,3,⚪ 선택,accountUid 계정 UID (string) 계정 UID
광고 비용,cost,마케팅 분석,1,⚪ 선택,cost number<double> 광고 비용
날짜,date,"마케팅 분석, 판매 분석",4,⚪ 선택,date string 날짜
날짜 deliveryCompletedCount number,deliveryReport,판매 분석,1,⚪ 선택,deliveryReport DeliveryReportRow (object)[] Array [ date string 날짜 deliveryCompletedCount number<double> 배송 완료 건수 deliveryCompletedDueSuccessCount number<double> 배송 완료일 준수 건수 deliveryCompletedWithin48HoursCount number<double> 배송 기간 48시간 내 건수 deliveryType string 배송 유형 dispatchedCount number<double> 발송 건수 dispatchedDueSuccessCount number<double> 발송일 준수 건수 numPurchases number<double> 결제 건수 obligationDeliveryCompletedCount number<double> 의무 배송 완료 건수 payAmount number<double> 결제 금액 totalDeliveryTime n
비율 정보,rate,실시간 분석,1,⚪ 선택,rate number<double> 비율 정보. 비율 값을 전달하는 경우 해당 필드 전달
사이즈 값 타입 (object),sizeValueTypes,사이즈,2,⚪ 선택,sizeValueTypes 사이즈 값 타입 (object)[] REQUIRED Array [ id 사이즈 값 타입 번호 (integer<int64>) REQUIRED name 사이즈 값 타입 이름 (string) REQUIRED exposureOrder 순서 (integer<int32>) REQUIRED ]
사이즈 값 타입 번호 (integer,id,사이즈,2,⚪ 선택,id 사이즈 값 타입 번호 (integer<int64>) REQUIRED
사이즈 타입 번호,sizeTypeId,사이즈,1,⚪ 선택,sizeTypeId integer<int64> REQUIRED 사이즈 타입 번호
사이즈 타입 번호 (integer,id,사이즈,2,⚪ 선택,id 사이즈 타입 번호 (integer<int64>) REQUIRED
솔루션 개발사에서 자체 관리하는 계정 매핑 ID,accountMappingId,솔루션 사용 API,3,⚪ 선택,accountMappingId string 솔루션 개발사에서 자체 관리하는 계정 매핑 ID
솔루션 신청일(생성일),requestDate,솔루션 사용 API,2,⚪ 선택,requestDate string<date-time> 솔루션 신청일(생성일) Example: 2023-08-18T00:00:00.000+09:00
순서 (integer,exposureOrder,사이즈,2,⚪ 선택,exposureOrder 순서 (integer<int32>) REQUIRED
시간,hour,판매 분석,1,⚪ 선택,hour string 시간
시간대,hour,마케팅 분석,2,⚪ 선택,hour string 시간대
시간대별 항목 Array,rows,마케팅 분석,2,⚪ 선택,rows HourlyChannelRow (object)[] 시간대별 항목 Array [ channelDetail string 채널 상세 channelGroup string 채널 그룹 channelName string 채널명 dayOfWeek string 요일 deviceCategory string 채널 속성 hour string 시간대 numInteractions number<double> 유입 수 numPurchases number<double> 결제 수 numUsers number<double> 유입 고객 수 payAmount number<double> 결제 금액 pv number<double> 페이지 수 ]
시간별 유입 수 Array,numInteractionsByHour,실시간 분석,1,⚪ 선택,numInteractionsByHour DimensionAndMetric (object)[] 시간별 유입 수 Array [ dimension string 집계 필드 metric number<double> 집계 수치 rate number<double> 비율 정보. 비율 값을 전달하는 경우 해당 필드 전달 ]
시작일(전월 말일까지,startDate,부가세 내역,2,⚪ 선택,startDate string<date> REQUIRED 시작일(전월 말일까지 조회 가능) Example: 2022-01-01
시작일(조건부 사용 타입의 경우 사용 요청일과 사용 시작일이,startDate,솔루션 사용 API,2,⚪ 선택,startDate string<date-time> 시작일(조건부 사용 타입의 경우 사용 요청일과 사용 시작일이 다름) Example: 2023-08-18T00:00:00.000+09:00
예약 사항 (object),reserve,솔루션 사용 API,1,⚪ 선택,reserve 예약 사항 (object)
예약 사항 (object) 예약 사항 type string,reserve,솔루션 사용 API,1,⚪ 선택,"reserve 예약 사항 (object) 예약 사항 type string Possible values: [UNSUBSCRIPTION, DOWNGRADE] plan PlanProjection.merchant (object)"
요일,dayOfWeek,마케팅 분석,1,⚪ 선택,dayOfWeek string 요일
유입 수,"numInteraction, numInteractions","마케팅 분석, 실시간 분석",11,⚪ 선택,numInteractions number<double> 유입 수
제한 태그 여부 (boolean) 제한 태그인 경우 값이 t,restricted,태그,1,⚪ 선택,restricted 제한 태그 여부 (boolean) 제한 태그인 경우 값이 true입니다.
종료일(전월 말일까지,endDate,부가세 내역,2,⚪ 선택,endDate string<date> REQUIRED 종료일(전월 말일까지 조회 가능) Example: 2022-02-01
집계 수치,metric,실시간 분석,1,⚪ 선택,metric number<double> 집계 수치
집계 필드,dimension,실시간 분석,1,⚪ 선택,dimension string 집계 필드
체류 시간(ms),timeOnPage,쇼핑행동 분석,1,⚪ 선택,timeOnPage number<double> 체류 시간(ms)
최근 솔루션 사용 ID,subscriptionId,솔루션 사용 API,2,⚪ 선택,subscriptionId string 최근 솔루션 사용 ID
